endTime,artistName,trackName,msPlayed,Language
9/17/20 19:40,Peach Pit,Drop the Guillotine,1322,en
9/17/20 19:40,Peach Pit,Sweet FA,1749,sm
9/17/20 19:46,Peach Pit,Alrighty Aphrodite,35498,en
9/17/20 19:52,Peach Pit,Tommy's Party,361760,en
9/17/20 19:54,Peach Pit,Peach Pit,64428,en
9/17/20 21:33,HDBeenDope,For The Record,80156,en
9/17/20 21:38,SEBASTIAN PAUL,BACK AND FORTH,487,en
9/17/20 23:02,Pardon My Take,"Dan Patrick, Playoff Pee Pee And The Clippers Are Frauds Plus MNF",2272502,en
9/17/20 23:03,Pardon My Take,"Dan Patrick, Playoff Pee Pee And The Clippers Are Frauds Plus MNF",17879,en
9/17/20 23:45,Ariana Grande,Stuck with U (with Justin Bieber),228482,en
9/18/20 0:17,Mac Miller,Kool Aid & Frozen Pizza,3769,en
9/18/20 2:02,Cake,Short Skirt / Long Jacket,14512,en
9/18/20 3:56,The White Stripes,Seven Nation Army,10909,en
9/18/20 4:09,Tom Misch,Crazy Dream,212044,en
9/18/20 18:10,Magic City Hippies,Limestone,209164,en
9/18/20 18:11,Magic City Hippies,Limestone,8405,en
9/18/20 18:11,BROCKHAMPTON,SWEET,7136,en
9/18/20 18:11,Loyle Carner,Ice Water,3871,en
9/18/20 18:11,King Los,Black Blood (feat. Isaiah Rashad & Kent Jamz),1877,en
9/18/20 18:12,papichuloteej,BYE,26549,en
9/18/20 18:15,Dreamer Boy,Lavender,218794,en
9/18/20 18:22,Nix Northwest,I Just Need an Early Night,207093,en
9/18/20 18:22,Cero Ismael,Dancer,28183,en
9/18/20 18:27,Medasin,Everytime,170884,en
9/18/20 18:31,Unknown Artist,Unknown Track,186247,en
9/18/20 18:34,Domo Genesis,Online,198220,en
9/18/20 18:38,JAWNZA,FACEDOWN,236106,en
9/18/20 19:12,ODIE,Slowly,111500,en
9/18/20 19:15,tysu,Rainy Day,171177,en
9/18/20 20:11,Chris Mazuera,Dozing,57868,en
9/18/20 20:15,Magic City Hippies,Limestone,209164,en
9/18/20 20:18,BENEE,Glitter,180146,en
9/18/20 20:30,Dua Lipa,Good In Bed,218754,en
9/18/20 20:49,Lime Cordiale,Robbery,194775,en
9/18/20 23:39,Dean Wethers,Hungry Like a Wolf,24279,en
9/19/20 2:53,Magic City Hippies,Limestone,209188,en
9/19/20 2:56,Still Woozy,Habit,154058,en
9/19/20 3:57,Magic City Hippies,Hush,76273,en
9/19/20 16:44,H.E.R.,Best Part (feat. Daniel Caesar),209400,en
9/21/20 17:44,Loyle Carner,Ice Water,1056,en
9/21/20 17:44,Loyle Carner,Ice Water,2378,en
9/21/20 18:00,Loyle Carner,Loose Ends,256198,en
9/21/20 18:04,Loyle Carner,You Don't Know,250450,en
9/21/20 18:09,Mac Miller,Good Evening,243066,en
9/21/20 18:13,Mac Miller,Knock Knock,197929,en
9/21/20 19:37,"Earth, Wind & Fire",September,5344,en
9/21/20 19:37,Mac Miller,Paper Route,8523,en
9/21/20 21:00,"Earth, Wind & Fire",September,52478,en
9/21/20 21:48,Pardon My Take,"Glenn Howerton (Dennis Reynolds), NFL Week 2 Preview And Bigger Than Ben Part 4",92113,en
9/21/20 21:52,Ariana Grande,Stuck with U (with Justin Bieber),228482,en
9/21/20 21:55,Unknown Artist,Unknown Track,186247,en
9/21/20 21:58,Unknown Artist,Unknown Track,148236,en
9/21/20 22:01,Medasin,Everytime,170884,en
9/21/20 22:04,SEBASTIAN PAUL,BACK AND FORTH,180000,en
9/21/20 22:07,"Tyler, The Creator",Jamba (feat. Hodgy),212493,en
9/21/20 22:10,"Tyler, The Creator",Analog,174400,en
9/21/20 22:15,Harry Styles,Adore You,207133,en
9/21/20 22:19,Khalid,8TEEN,228600,en
9/21/20 22:22,SEBASTIAN PAUL,IMPATIENT,189295,en
9/21/20 22:24,VGR,Mii Channel,125629,ro
9/21/20 22:24,Rejjie Snow,ACID TRIP,8196,en
9/21/20 22:24,Pretty Darn,Home Country,19193,en
9/21/20 22:27,Mac Miller,O.K. - Bonus Track,153158,el
9/21/20 22:31,BROCKHAMPTON,IF YOU PRAY RIGHT,243739,en
9/21/20 22:35,"Tyler, The Creator",ARE WE STILL FRIENDS?,265480,en
9/21/20 22:40,Pardon My Take,"NFL Week 2 Recap, Fastest 2 Minutes & NBA Playoffs",2972,en
9/21/20 22:40,Kendrick Lamar,Barbed Wire,230718,en
9/21/20 23:57,Pardon My Take,"Glenn Howerton (Dennis Reynolds), NFL Week 2 Preview And Bigger Than Ben Part 4",4578517,en
9/22/20 2:50,Jakob,Velvet Light,2944,en
9/22/20 2:51,Jakob,Velvet Light,81654,en
9/22/20 2:51,Peach Pit,Drop the Guillotine,8418,en
9/22/20 3:00,Goth Babe,Her Vacation,257548,en
9/22/20 3:00,Peach Pit,Drop the Guillotine,2170,en
9/22/20 3:01,Jakob,Velvet Light,52018,en
9/22/20 3:01,Goth Babe,Her Vacation,726,en
9/22/20 3:01,Peach Pit,Drop the Guillotine,637,en
9/22/20 3:02,Peach Pit,Sweet FA,24938,sm
9/22/20 3:05,Loyle Carner,Ice Water,1554,en
9/22/20 3:05,"Tyler, The Creator","Enjoy Right Now, Today",222163,en
9/22/20 3:05,"Tyler, The Creator","Enjoy Right Now, Today",971,en
9/22/20 3:57,Loyle Carner,Ice Water,49824,en
9/22/20 20:42,Surfaces,Good Day,173230,en
9/22/20 20:46,Surfaces,Heaven Falls / Fall on Me,240597,en
9/22/20 20:50,Peach Tree Rascals,Mariposa,210000,es
9/22/20 20:52,Still Woozy,Goodie Bag,146390,en
9/22/20 20:55,Omar Apollo,Hit Me Up,160000,en
9/22/20 20:55,Kevin Abstract,Peach,14922,en
9/22/20 20:55,Dominic Fike,Phone Numbers,2836,en
9/22/20 20:55,Forrest.,Your Soul,4842,en
9/22/20 21:00,Surfaces,Palm Trees,260000,en
9/22/20 21:01,Still Woozy,Habit,96491,en
9/22/20 21:06,Rex Orange County,Pluto Projector,267520,en
9/22/20 21:09,Dominic Fike,Açaí Bowl,177400,pt
9/22/20 21:12,BROCKHAMPTON,SUGAR,204533,en
9/22/20 21:15,Surfaces,24 / 7 / 365,177000,und
9/22/20 21:30,Forrest.,Lately,126618,en
9/22/20 22:55,Pardon My Take,"NFL Week 2 Recap, Fastest 2 Minutes & NBA Playoffs",3945790,en
9/22/20 22:58,Da Brozz,Tetris,170000,en
9/22/20 23:02,GRiZ,Griztronics,198400,en
9/22/20 23:05,The Game,Martians Vs Goblins,228826,en
9/22/20 23:08,BROCKHAMPTON,BOY BYE,142186,en
9/22/20 23:10,JVLA,Such a Whore (Stellular Remix),93251,en
9/23/20 13:40,Surfaces,Heaven Falls / Fall on Me,240597,en
9/23/20 16:09,Ruel,Free Time,148865,en
9/23/20 16:12,Goth Babe,Weekend Friend,209454,en
9/23/20 16:52,Goth Babe,Weekend Friend,209454,en
9/23/20 17:05,Goth Babe,Weekend Friend,215363,en
9/23/20 17:11,Goth Babe,Weekend Friend,209454,en
9/23/20 17:12,Goth Babe,Weekend Friend,3616,en
9/23/20 17:12,FKJ,10 Years Ago,2101,en
9/23/20 17:15,Berhana,I Wasn't Told,151623,en
9/23/20 17:19,HDBeenDope,For The Record,141369,en
9/23/20 17:23,Mac Miller,Good Evening,243066,en
9/23/20 17:26,Mac Miller,Senior Skip Day,175782,en
9/23/20 18:27,"Tyler, The Creator",Colossus,98936,en
9/23/20 18:31,Goth Babe,Weekend Friend,209454,en
9/23/20 18:31,FKJ,10 Years Ago,2165,en
9/23/20 18:35,Kota the Friend,Saturday,199703,en
9/23/20 18:46,Cage The Elephant,Come a Little Closer,229346,en
9/23/20 18:46,Peach Pit,Drop the Guillotine,3667,en
9/23/20 19:33,Mac Miller,Knock Knock,9568,en
9/23/20 20:04,Ruel,Free Time,218826,en
9/23/20 20:13,Ruel,Free Time,218826,en
9/23/20 20:17,Hippie Sabotage,Overdrive,280027,en
9/23/20 20:27,Loyle Carner,Loose Ends,256198,en
9/23/20 20:30,Peach Pit,Sweet FA,215360,sm
9/23/20 20:43,"Tyler, The Creator",911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),255653,en
9/23/20 21:10,HDBeenDope,Rev Run,1002,en
9/23/20 21:10,Kota the Friend,Saturday,1023,en
9/23/20 21:10,"Tyler, The Creator",Colossus,154218,en
9/23/20 21:13,Logic,No Pressure Intro,174900,en
9/23/20 21:16,Loyle Carner,Ice Water,209285,en
9/23/20 21:19,FKJ,10 Years Ago,200250,en
9/23/20 21:20,"Tyler, The Creator",Her,33733,en
9/24/20 1:02,Surfaces,Heaven Falls / Fall on Me,47020,en
9/24/20 2:23,Ruel,Free Time,218827,en
9/24/20 2:39,Ruel,Free Time,218827,en
9/24/20 2:49,Tom Misch,It Runs Through Me,261881,en
9/24/20 3:02,Tom Misch,Beautiful Escape,31516,en
9/24/20 13:40,Surfaces,Good Day,181000,en
9/24/20 13:53,Mac Miller,Good News,342040,en
9/24/20 13:57,Surfaces,Heaven Falls / Fall on Me,240597,en
9/24/20 14:00,Forrest.,Your Soul,178285,en
9/24/20 15:45,Omar Apollo,Hit Me Up,160000,en
9/24/20 15:48,BENEE,Wishful Thinking,213373,en
9/24/20 15:52,Still Woozy,Window,4143,en
9/24/20 15:56,BENEE,Wishful Thinking,213373,en
9/24/20 16:17,Still Woozy,Window,64014,en
9/24/20 16:17,Still Woozy,Window,501,en
9/24/20 16:17,BENEE,Wishful Thinking,7722,en
9/24/20 16:17,Ruel,Painkiller,1194,en
9/24/20 16:18,Omar Apollo,Hit Me Up,6229,en
9/24/20 16:18,Forrest.,Your Soul,1258,en
9/24/20 16:22,Surfaces,Heaven Falls / Fall on Me,240597,en
9/24/20 16:25,Forrest.,Your Soul,178285,en
9/24/20 16:27,Omar Apollo,Hit Me Up,160000,en
9/24/20 17:16,BENEE,Wishful Thinking,93536,en
9/24/20 17:16,Omar Apollo,Hit Me Up,85,en
9/24/20 17:16,Surfaces,Heaven Falls / Fall on Me,10186,en
9/24/20 17:16,Forrest.,Your Soul,10,en
9/24/20 17:23,Surfaces,Good Day,181000,en
9/24/20 17:27,Surfaces,Palm Trees,260000,en
9/24/20 17:31,Forrest.,Lately,207000,en
9/24/20 17:38,Dominic Fike,Babydoll,97960,en
9/24/20 17:41,Kevin Abstract,Peach,28441,en
9/24/20 17:45,"Tyler, The Creator",Answer,230066,en
9/24/20 17:53,Peach Pit,Peach Pit,287080,en
9/24/20 17:57,Dua Lipa,Good In Bed,218754,en
9/24/20 17:59,HDBeenDope,Rev Run,164691,en
9/24/20 18:03,DRAMA,Hold On,204265,en
9/24/20 18:07,Mac Miller,Good Evening,243066,en
9/24/20 18:12,BENEE,Glitter,5469,en
9/24/20 18:15,Glimlip,Floating Away,175000,en
9/24/20 18:16,drkmnd,Last Alive,97076,en
9/24/20 18:19,Pandrezz,Blind Forest,174857,en
9/24/20 18:24,softy,Warm Inside,179230,en
9/24/20 18:26,HM Surf,Icy Waves,121379,en
9/24/20 18:28,H.1,Timeless,133953,en
9/24/20 18:31,Pandrezz,Just Hold On,145714,en
9/24/20 18:32,Ambulo,Luminescence,100302,en
9/24/20 18:35,less.people,Persist,184850,en
9/24/20 18:38,softy,Saturday,184883,en
9/24/20 19:24,Kupla,Sylvan,49430,en
9/24/20 19:28,Surfaces,Heaven Falls / Fall on Me,240597,en
9/24/20 19:31,"Tyler, The Creator",Glitter,224893,en
9/24/20 19:36,Peach Pit,Black Licorice,219826,en
9/24/20 20:23,Goth Babe,Weekend Friend,157694,en
9/24/20 20:25,Loyle Carner,Loose Ends,104565,en
9/24/20 20:28,Jay-Lounge,February,162541,en
9/24/20 20:30,Tom Doolie,Circuit,121426,en
9/24/20 20:34,Ian Ewing,Zen,210000,eu
9/24/20 20:37,No Spirit,Havana,168292,en
9/24/20 20:39,Fatb,Cotton Cloud,123006,en
9/24/20 20:41,j'san,forever,121481,en
9/24/20 20:43,Rook1e,"memories of her, last winter",115135,en
9/24/20 20:45,Fenick,Longwayhome,128750,zh
9/24/20 20:47,tysu,Staying In,141277,en
9/24/20 20:49,Hoogway,Sail Away,19338,en
9/24/20 20:49,dryhope,Higher State,122681,en
9/24/20 20:51,DRWN.,dark blue,87804,en
9/24/20 20:53,Yasumu,Midnight Thoughts,148500,en
9/24/20 20:57,Jhove,Sweet Look,195403,en
9/24/20 20:59,No Spirit,Train Of Thought,120731,en
9/24/20 21:02,less.people,Persist,184850,en
9/24/20 21:04,tysu,Dawn,123084,en
9/24/20 21:06,Dontcry,Jiro Dreams,106097,ja
9/24/20 21:08,Philanthrope,Moonshine,126000,en
9/24/20 21:11,Mondo Loops,Winter Shells,186232,en
9/24/20 21:13,less.people,Gyoza,120000,ja
9/24/20 21:15,Lilac,Hyacinth,127507,en
9/24/20 21:18,brillion.,Cradle,197468,en
9/24/20 21:37,xander.,Missing You,86925,en
9/24/20 22:37,Pardon My Take,"NFL Week 2 Recap, Fastest 2 Minutes & NBA Playoffs",15125,en
9/24/20 22:45,Pardon My Take,"NFL Week 2 Recap, Fastest 2 Minutes & NBA Playoffs",480277,en
9/24/20 23:11,Pardon My Take,"NFL Week 2 Recap, Fastest 2 Minutes & NBA Playoffs",1442915,en
9/25/20 0:25,Pardon My Take,"Coach Lane Kiffin, Morten Andersen And Blake Bortles Is Back",2897100,da
9/25/20 0:25,Surfaces,Heaven Falls / Fall on Me,2666,en
9/25/20 0:29,Surfaces,Heaven Falls / Fall on Me,237257,en
9/25/20 0:32,Logic,No Pressure Intro,174901,en
9/25/20 0:45,Cage The Elephant,Come a Little Closer,74634,en
9/25/20 3:40,Surfaces,Heaven Falls / Fall on Me,240597,en
9/25/20 3:40,Lime Cordiale,Robbery,4558,en
9/25/20 3:44,Surfaces,Heaven Falls / Fall on Me,240597,en
9/25/20 3:48,Lime Cordiale,Robbery,223233,en
9/25/20 3:51,Magic City Hippies,Limestone,209164,en
9/25/20 3:54,Medasin,Melody X,154038,en
9/25/20 3:56,"Tyler, The Creator",Garden Shed (feat. Estelle),145669,en
9/25/20 3:57,Mac Miller,Wings,35619,en
9/25/20 4:01,Mac Miller,Wings,214327,en
9/25/20 4:05,Mac Miller,Everybody,256506,en
9/25/20 4:07,Mac Miller,Doors,78013,en
9/25/20 4:10,Kid Cudi,Mojo So Dope,210586,en
9/25/20 4:14,J. Cole,Lights Please,208160,en
9/25/20 4:16,Frank Ocean,Thinkin Bout You,153577,en
9/25/20 13:34,Surfaces,Heaven Falls / Fall on Me,240597,en
9/25/20 13:38,Magic City Hippies,Limestone,6784,en
9/25/20 13:38,Dua Lipa,Good In Bed,218754,en
9/25/20 13:38,"Tyler, The Creator",Colossus,1557,en
9/25/20 13:38,Lime Cordiale,Robbery,2293,en
9/25/20 13:39,Loyle Carner,You Don't Know,970,en
9/25/20 13:41,Zac Chase,Left Behind,132437,en
9/25/20 13:42,Masego,Passport - シングル版,56288,ja
9/25/20 13:44,Saba,Mrs. Whoever,80735,en
9/25/20 13:44,Herrick & Hooley,Good Morning,35669,en
9/25/20 13:45,Ben Beal,PERCH,75978,en
9/25/20 13:49,Cro,no. 105,225066,en
9/25/20 14:06,Danny Towers,Sunday,83477,en
9/25/20 15:17,K/DA,POP/STARS,287206,en
9/25/20 15:22,Snail's House,Pixel Galaxy,235624,en
9/25/20 15:45,Moe Shop,Superstar,24035,en
9/25/20 15:54,Surfaces,Heaven Falls / Fall on Me,470325,en
9/25/20 15:58,Surfaces,Keep It Gold,247813,en
9/25/20 16:33,Still Woozy,Window,1393,en
9/25/20 16:33,Surfaces,Keep It Gold,3808,en
9/25/20 16:37,Surfaces,Heaven Falls / Fall on Me,240597,en
9/25/20 16:39,Surfaces,Shine On Top,145454,en
9/25/20 16:40,Dominic Fike,Babydoll,11871,en
9/25/20 16:40,Still Woozy,Habit,34834,en
9/25/20 16:43,Danny Towers,Sunday,174315,en
9/25/20 16:46,Swarvy,Skatiiin,171818,lv
9/25/20 16:53,GoldLink,Justine's Interlude - A COLORS SHOW,86071,en
9/25/20 16:54,Toro y Moi,New House,60576,en
9/25/20 16:56,brandUn DeShay,Odd Octubree,154858,es
9/25/20 16:58,ROLE MODEL,girl in new york,76949,en
9/25/20 16:59,RICEWINE,Growing,106400,en
9/25/20 17:04,K. Roosevelt,Blinding My Vision,256920,en
9/25/20 17:04,King Colee,Kill his ways,9278,en
9/25/20 17:15,Rexx Life Raj,The Fog,212000,en
9/25/20 17:19,Super Helpful Kwame,Lawns I Like,194753,en
9/25/20 17:21,Col3trane,Tyler,145544,en
9/25/20 17:21,Femdot,94 Camry Music,22307,en
9/25/20 17:34,Tay Walker,Dreaming,104191,en
9/25/20 17:38,Surfaces,Heaven Falls / Fall on Me,240597,en
9/25/20 20:35,Logic,No Pressure Intro,159916,en
9/26/20 2:13,Larry Lovestein & The Velvet Revival,A Moment 4 Jazz,7926,en
9/26/20 2:13,Larry Lovestein & The Velvet Revival,A Moment 4 Jazz,7864,en
9/26/20 2:13,Medasin,Home,6412,en
9/26/20 2:13,Makaveli,Makaveli Rising,8108,en
9/26/20 2:17,Vulfpeck,Animal Spirits,190802,en
9/26/20 2:29,FKJ,Better Give U Up,137320,en
9/26/20 16:44,Cage The Elephant,Come a Little Closer,1416,en
9/26/20 17:12,Pardon My Take,"Coach Lane Kiffin, Morten Andersen And Blake Bortles Is Back",883101,da
9/26/20 17:43,Pardon My Take,"Coach Lane Kiffin, Morten Andersen And Blake Bortles Is Back",1831613,da
9/26/20 17:56,Pardon My Take,"Neil deGrasse Tyson, SEC Preview With Andy Staples, And NFL Week 3 Preview",663208,en
9/27/20 1:38,Diviner,Heaven Falls,11538,en
9/27/20 1:42,Surfaces,Heaven Falls / Fall on Me,240597,en
9/27/20 5:33,Pardon My Take,"Neil deGrasse Tyson, SEC Preview With Andy Staples, And NFL Week 3 Preview",2028588,en
9/27/20 5:44,SZA,Hit Different,3669,en
9/27/20 5:45,Free Nationals,On Sight,5162,en
9/27/20 5:45,Daniel Caesar,Made to Fall in Love,16640,en
9/27/20 5:45,Free Nationals,Beauty & Essex,2368,en
9/27/20 5:46,Free Nationals,Gidget,17749,en
9/27/20 5:46,Jacob Collier,Time Alone With You (feat. Daniel Caesar),15274,en
9/27/20 5:46,Free Nationals,Time,24917,en
9/27/20 5:47,Sean Leon,Matthew In The Middle (feat. Daniel Caesar),54784,en
9/27/20 5:47,Peter CottonTale,Feels Like Church,9557,en
9/27/20 5:47,Peter CottonTale,Do Your Thing,11285,en
9/27/20 5:48,Peter CottonTale,Forever Always,50026,en
9/27/20 5:49,Free Nationals,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),5013,en
9/27/20 5:49,Common,HER Love [Feat. Daniel Caesar],28373,en
9/27/20 5:49,River Tiber,West,18282,en
9/27/20 5:49,Peter CottonTale,Forever Always,7978,en
9/27/20 5:50,Common,HER Love [Feat. Daniel Caesar with special guest Dwele],12330,en
9/27/20 5:50,Kali Uchis,Tyrant (feat. Daniel Caesar) - Remix,35690,en
9/27/20 5:50,Brandy,Love Again,6122,en
9/27/20 5:52,Stwo,Fill The Void,7018,en
9/27/20 5:52,Jiin,Fucked Up (feat. Daniel Caesar),76991,en
9/27/20 15:58,Pardon My Take,"Neil deGrasse Tyson, SEC Preview With Andy Staples, And NFL Week 3 Preview",3311328,en
9/28/20 14:40,"Tyler, The Creator",BEST INTEREST,127921,en
9/28/20 14:42,"Tyler, The Creator",GROUP B,118466,en
9/28/20 14:45,Blu DeTiger,Figure It Out,164317,en
9/28/20 14:48,Surf Mesa,ily (i love you baby) (feat. Emilee),176546,en
9/28/20 14:51,Harry Styles,Watermelon Sugar,174000,en
9/28/20 14:54,Ariana Grande,Stuck with U (with Justin Bieber),228482,en
9/28/20 14:57,Unknown Artist,Unknown Track,186247,en
9/28/20 15:00,Unknown Artist,Unknown Track,148236,en
9/28/20 15:03,Medasin,Everytime,170884,en
9/28/20 15:06,SEBASTIAN PAUL,BACK AND FORTH,180000,en
9/28/20 15:10,"Tyler, The Creator",Jamba (feat. Hodgy),212493,en
9/28/20 15:25,"Tyler, The Creator",Analog,174400,en
9/28/20 15:28,Harry Styles,Adore You,207133,en
9/28/20 16:12,Khalid,8TEEN,228600,en
9/28/20 16:18,SEBASTIAN PAUL,IMPATIENT,189295,en
9/28/20 16:20,VGR,Mii Channel,125629,ro
9/28/20 16:24,Pretty Darn,Home Country,253082,en
9/28/20 16:28,Dua Lipa,Good In Bed,218754,en
9/28/20 16:28,BROCKHAMPTON,FACE,1696,en
9/28/20 17:16,Peter CottonTale,Forever Always,54485,en
9/28/20 17:19,Dua Lipa,Good In Bed,218754,en
9/28/20 17:23,Free Nationals,Gidget,219243,en
9/28/20 19:03,SZA,Hit Different,202007,en
9/28/20 19:07,Surfaces,Palm Trees,260000,en
9/28/20 19:12,BENEE,Wishful Thinking,213373,en
9/28/20 19:16,Surfaces,Heaven Falls / Fall on Me,240597,en
9/28/20 19:18,Logic,No Pressure Intro,174900,en
9/28/20 19:22,Cage The Elephant,Come a Little Closer,229346,en
9/28/20 19:30,Kota the Friend,Saturday,199703,en
9/28/20 19:32,Goth Babe,Weekend Friend,31997,en
9/28/20 19:32,Dominic Fike,Babydoll,97960,en
9/28/20 19:36,Peach Pit,Black Licorice,219826,en
9/28/20 19:40,Peach Pit,"Did I Make You Cry on Christmas Day? (Well, You Deserved it!)",222560,en
9/28/20 19:40,Peach Pit,Drop the Guillotine,2656,en
9/28/20 19:40,Peach Pit,Sweet FA,30853,sm
9/28/20 19:41,Free Nationals,Gidget,8661,en
9/28/20 19:41,Peach Pit,Alrighty Aphrodite,23925,en
9/28/20 19:41,Brasstracks,Missed Your Call (feat. Col3trane),1770,en
9/28/20 19:41,Peach Pit,Tommy's Party,11082,en
9/28/20 19:41,Loyle Carner,Ain't Nothing Changed,1237,en
9/28/20 19:52,Ty Dolla $ign,Blasé (feat. Future & Rae Sremmurd) - Louis the Child Remix,228750,en
9/28/20 19:55,Magic City Hippies,Limestone,209164,en
9/28/20 19:56,J. Cole,Can't Get Enough,1717,en
9/28/20 19:56,SZA,Hit Different,22354,en
9/28/20 19:59,Moola Gang,Beautiful Money (feat. Mac Miller),196173,en
9/28/20 20:03,"Tyler, The Creator",Glitter,224893,en
9/28/20 20:19,"Tyler, The Creator",Colossus,213320,en
9/28/20 20:23,FKJ,Ylang Ylang,213000,fr
9/28/20 20:30,Omar Apollo,Erase,236794,en
9/28/20 20:40,Mac Miller,Knock Knock,197929,en
9/28/20 20:40,Peach Pit,Drop the Guillotine,2111,en
9/28/20 21:06,Ty Dolla $ign,Blasé (feat. Future & Rae Sremmurd) - Louis the Child Remix,219349,en
9/29/20 2:49,Surfaces,Grace,49023,en
9/29/20 2:49,Surfaces,Heaven Falls / Fall on Me,1045,en
9/29/20 2:49,Surfaces,Heaven Falls / Fall on Me,7978,en
9/29/20 3:58,Surfaces,Heaven Falls / Fall on Me,239567,en
9/29/20 4:00,Surfaces,Grace,146526,en
9/29/20 4:22,Still Woozy,Goodie Bag,67565,en
9/29/20 4:22,Surfaces,Heaven Falls / Fall on Me,16981,en
9/29/20 4:23,Surfaces,Heaven Falls / Fall on Me,26061,en
9/29/20 4:23,Still Woozy,Foolsong,11796,en
9/29/20 4:27,Surfaces,Heaven Falls / Fall on Me,240397,en
9/29/20 5:28,Still Woozy,Goodie Bag,22621,en
9/29/20 13:34,Dua Lipa,Good In Bed,218754,en
9/29/20 13:39,Tove Lo,Habits (Stay High) - Hippie Sabotage Remix,258933,en
9/29/20 13:45,"Tyler, The Creator",RUNNING OUT OF TIME,177226,en
9/29/20 13:48,"Tyler, The Creator",Jamba (feat. Hodgy),212493,en
9/29/20 13:51,Bas,Purge,186613,en
9/29/20 13:58,Frank Ocean,Biking,277520,en
9/29/20 14:23,Kendrick Lamar,Poetic Justice,296135,en
9/29/20 14:26,Vince Staples,Norf Norf,183160,en
9/29/20 14:36,NxWorries,Suede,174866,en
9/29/20 14:41,King Los,Black Blood (feat. Isaiah Rashad & Kent Jamz),284093,en
9/29/20 14:44,KYLE,King Wavy,184571,en
9/29/20 14:58,Still Woozy,Foolsong,99607,en
9/29/20 15:04,Mac Miller,So It Goes,312960,en
9/29/20 15:07,Mac Miller,Circles,170360,en
9/29/20 15:18,Sam Lachow,After Dark,244400,en
9/29/20 15:21,Frank Ocean,Pink + White,184516,en
9/29/20 15:33,Daniel Caesar,SUPERPOSITION,263794,en
9/29/20 15:37,Frank Ocean,Pink Matter,268813,en
9/29/20 15:42,FKJ,Why Are There Boundaries,182445,en
9/29/20 15:45,Q,Lavender,138311,en
9/29/20 15:54,Tom Misch,Movie,357357,en
9/29/20 15:58,Mac Miller,Youforia,241651,en
9/29/20 16:02,Kanye West,Everything I Am,227893,en
9/29/20 16:07,Mac Ayres,Easy,314357,en
9/29/20 16:14,J. Cole,Apparently,293040,en
9/29/20 17:35,Childish Gambino,Baby Boy,294206,en
9/29/20 17:41,Surfaces,Heaven Falls / Fall on Me,240597,en
9/29/20 17:44,Mac Miller,Paper Route,171983,en
9/29/20 17:48,FKJ,10 Years Ago,200250,en
9/29/20 17:48,Hippie Sabotage,Overdrive,2218,en
9/29/20 17:48,Peach Pit,Alrighty Aphrodite,13476,en
9/29/20 17:51,BENEE,Wishful Thinking,213373,en
9/29/20 17:55,"Tyler, The Creator",Glitter,224893,en
9/29/20 18:07,Peach Pit,Tommy's Party,361760,en
9/29/20 18:10,Mac Miller,Senior Skip Day,175782,en
9/29/20 18:18,Magic City Hippies,Limestone,209164,en
9/29/20 18:26,"Tyler, The Creator",Her,211106,en
9/29/20 20:13,Brasstracks,Missed Your Call (feat. Col3trane),45804,en
9/29/20 20:42,DRAMA,Hold On,204265,en
9/29/20 20:45,Berhana,I Wasn't Told,151623,en
9/29/20 20:48,Hippie Sabotage,Drifter,210307,en
9/29/20 20:52,Loyle Carner,You Don't Know,82255,en
9/29/20 20:55,Powfu,death bed (coffee for your head),173333,en
9/29/20 20:58,Powfu,Would Look Perfect,149000,en
9/29/20 21:02,goldenchildren,Paper Bag Interlude,17240,en
9/29/20 21:02,FINNEAS,Let's Fall in Love for the Night,190348,en
9/29/20 21:03,Rich Brian,Drive Safe,23434,en
9/29/20 21:25,Forrest.,Your Soul,178285,en
9/29/20 21:27,Nohidea,Smile,144040,en
9/29/20 21:29,Peach Pit,Drop the Guillotine,1663,en
9/29/20 21:29,Verzache,Talk,116545,en
9/29/20 21:32,GRiZ,Find My Own Way,196256,en
9/29/20 22:29,Pardon My Take,"Neil deGrasse Tyson, SEC Preview With Andy Staples, And NFL Week 3 Preview",859138,en
9/29/20 23:06,Pardon My Take,"NFL Week 3 Recap, Fastest 2 Minutes And Deion Sanders",1704113,en
9/29/20 23:53,Pardon My Take,"NFL Week 3 Recap, Fastest 2 Minutes And Deion Sanders",1937565,en
9/30/20 0:07,Mac Ayres,Easy,314544,en
9/30/20 1:09,Mac Ayres,Slow Down,94381,en
9/30/20 4:32,BENEE,Wishful Thinking,213373,en
9/30/20 4:34,Mac Miller,Paper Route,5866,en
9/30/20 4:34,Mac Miller,Senior Skip Day,2090,en
9/30/20 4:34,Surfaces,Heaven Falls / Fall on Me,105166,en
9/30/20 4:34,Mac Miller,Good Evening,6229,en
9/30/20 4:35,Medasin,Melody X,23231,en
9/30/20 4:35,Moola Gang,Beautiful Money (feat. Mac Miller),12266,en
9/30/20 4:36,"Tyler, The Creator",Her,30570,en
9/30/20 4:36,"Tyler, The Creator",Colossus,11925,en
9/30/20 4:36,"Tyler, The Creator",Answer,2602,en
9/30/20 4:37,"Tyler, The Creator",Garden Shed (feat. Estelle),45226,en
9/30/20 4:37,"Tyler, The Creator",Glitter,29994,en
9/30/20 4:39,Omar Apollo,Erase,13866,en
