endTime,artistName,trackName,msPlayed,Language
12/23/20 19:38,Zelooperz,Easter Sunday,122737,en
12/23/20 19:40,Cory Wong,Golden,4154,en
12/23/20 19:40,Zelooperz,Easter Sunday,122737,en
12/23/20 19:45,Cory Henry,Anything 4 U,228574,en
12/23/20 19:49,Marc E. Bassy,Free Like Me,206226,en
12/23/20 20:54,Kiiara,Gold,169585,en
12/23/20 21:18,Louis The Child,It's Strange,346727,en
12/23/20 21:21,Louis The Child,Weekend,175058,en
12/23/20 21:24,Anderson .Paak,CUT EM IN (feat. Rick Ross),177040,en
12/23/20 21:28,BROCKHAMPTON,IF YOU PRAY RIGHT,220786,en
12/23/20 21:31,Kendrick Lamar,Alright,212532,en
12/23/20 21:34,Pell,Got It Like That - Eleven:11 Remix,4541,en
12/23/20 21:34,NxWorries,Suede,174866,en
12/23/20 21:35,Fashawn,Relaxation,3134,en
12/23/20 21:37,KYLE,Keep It Real,6978,en
12/23/20 21:37,Kanye West,Champion,167600,en
12/23/20 21:41,Mac Miller,Hands,199981,en
12/23/20 21:45,Mac Miller,Complicated,232211,en
12/23/20 21:48,"Tyler, The Creator",Analog,174400,en
12/23/20 21:51,Billie Eilish,wish you were gay,221543,en
12/23/20 21:55,J. Cole,Hello - Live,181880,en
12/23/20 21:58,"Tyler, The Creator",GROUP B,118466,en
12/23/20 21:59,"Tyler, The Creator",EARFQUAKE,49228,en
12/24/20 0:36,Pardon My Take,"NFL Week 15, Fastest 2 Minutes, Recapping Every Game, And CFB Playoffs",4765733,en
12/24/20 1:32,Badass Jews,Badass Jews Trailer,5131,en
12/24/20 1:32,Badass Jews,Badass Jews Trailer,469,en
12/24/20 1:49,Pardon My Take,"NFL Week 15, Fastest 2 Minutes, Recapping Every Game, And CFB Playoffs",1017730,en
12/24/20 16:44,Anna Nalick,Breathe (2 AM),279522,en
12/24/20 16:51,Pardon My Take,"NFL Week 15, Fastest 2 Minutes, Recapping Every Game, And CFB Playoffs",209,en
12/24/20 16:51,Corinne Bailey Rae,Put Your Records On,7442,en
12/24/20 17:01,Pardon My Take,"NFL Week 15, Fastest 2 Minutes, Recapping Every Game, And CFB Playoffs",602952,en
12/24/20 18:40,Pardon My Take,"NBA Preview - WC With Rachel Nichols, EC With Richard Jefferson and Army HC Jeff Monken",1461417,en
12/24/20 18:56,Crazy Frog,Axel F,172695,da
12/24/20 19:00,O-Zone,Dragostea Din Tei,213920,ro
12/24/20 19:03,Specktors,Unz Unz,175316,is
12/24/20 19:06,ItaloBrothers,My Life Is a Party - Radio Edit,192751,en
12/24/20 19:09,Gummibär,I Am Your Gummy Bear (The Gummy Bear Song),192226,en
12/24/20 19:11,Music Falcon,Coffin Dance,135846,en
12/24/20 19:29,Eiffel 65,Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,8753,it
12/24/20 22:08,Pardon My Take,"NBA Preview - WC With Rachel Nichols, EC With Richard Jefferson and Army HC Jeff Monken",2182745,en
12/26/20 17:33,Pardon My Take,"NBA Preview - WC With Rachel Nichols, EC With Richard Jefferson and Army HC Jeff Monken",2066134,en
12/26/20 21:15,Pardon My Take,"NBA Preview - WC With Rachel Nichols, EC With Richard Jefferson and Army HC Jeff Monken",1148923,en
12/26/20 21:19,Cory Henry,No Guns,232106,en
12/26/20 21:49,Cory Wong,Smooth Move,53708,en
12/26/20 21:49,Cory Henry,No Guns,56713,en
12/26/20 21:51,Anderson .Paak,JEWELZ,83568,en
12/26/20 21:51,Cory Wong,Smooth Move,1741,en
12/26/20 21:54,Louis The Child,Shake Something (feat. Joey Purp),193512,en
12/26/20 22:41,Cory Henry,Trade It All,292143,en
12/26/20 22:43,Zelooperz,Easter Sunday,122737,en
12/26/20 22:47,Disclosure,You & Me - Flume Remix,282812,en
12/26/20 22:47,Samm Henshaw,Broke,2794,en
12/26/20 22:49,Cory Henry,Switch,51060,en
12/26/20 22:49,Cory Wong,Synchronicity,66548,en
12/26/20 22:52,George Georgia,Boulevard Cruising,184930,en
12/26/20 22:57,Cory Henry,GawtDamn,295111,ha
12/26/20 23:01,Anderson .Paak,Celebrate,193428,en
12/27/20 6:14,Miranda Cosgrove,Kissin U,199000,fi
12/27/20 6:18,Miranda Cosgrove,Kissin U,199693,fi
12/27/20 6:19,Kanye West,Runaway,8426,en
12/27/20 6:19,Kanye West,Runaway,6649,en
12/27/20 6:19,Childish Gambino,Baby Boy,20081,en
12/27/20 6:19,Greyson Chance,shut up,56233,en
12/27/20 6:24,Mac Miller,Objects in the Mirror,264547,en
12/27/20 6:40,Mac Miller,Good News,339416,en
12/27/20 16:32,Mac Miller,Good News,464,en
12/27/20 16:35,The Avalanches,Because I’m Me,225790,en
12/27/20 16:39,Cory Henry,Anything 4 U,2066,en
12/27/20 16:39,Cody Fry,Better,1927,en
12/27/20 16:39,Kiiara,Gold,190101,en
12/27/20 16:39,Cory Henry,Trade It All,3668,en
12/27/20 16:39,Cory Henry,No Guns,45720,en
12/27/20 18:50,Disclosure,You & Me - Flume Remix,282812,en
12/27/20 18:50,Cory Wong,Smooth Move,7540,en
12/27/20 18:53,George Georgia,Boulevard Cruising,184930,en
12/27/20 18:53,Samm Henshaw,Broke,2650,en
12/27/20 18:57,Cory Henry,No Guns,267627,en
12/27/20 18:58,Cory Wong,Lilypad,59204,en
12/27/20 18:59,Cory Henry,Trade It All,18343,en
12/27/20 19:01,Cody Fry,Better,137671,en
12/27/20 19:21,Cory Henry,No Guns,267627,en
12/27/20 19:25,Kiiara,Gold,225882,en
12/27/20 19:25,Zelooperz,Easter Sunday,21948,en
12/27/20 19:45,Zelooperz,Easter Sunday,100785,en
12/27/20 19:46,Cory Wong,Smooth Move,4481,en
12/27/20 19:46,Cory Wong,Lee,20015,en
12/27/20 19:49,Terrace Martin,Beige,197173,en
12/27/20 19:51,Samm Henshaw,Broke,2182,en
12/27/20 19:51,The Avalanches,Because I’m Me,121183,en
12/27/20 19:51,Cory Henry,Trade It All,12283,en
12/27/20 19:51,Samm Henshaw,How Does It Feel?,1044,en
12/27/20 19:54,Louis The Child,Shake Something (feat. Joey Purp),193512,en
12/27/20 19:56,Cory Henry,Anything 4 U,112234,en
12/27/20 20:23,Cory Henry,No Guns,267628,en
12/27/20 21:23,Brasstracks,Always Be My Baby,2730,en
12/27/20 21:50,Birkwin Jersey,Sixes & Nines,5226,ca
12/27/20 21:54,Goth Babe,Weekend Friend,53951,en
12/27/20 21:54,Big Wild,6's to 9's (feat. Rationale),206073,en
12/27/20 21:56,GRiZ,For The Love (Big Wild Remix),75029,en
12/27/20 21:59,Louis The Child,Save Me From Myself (with NoMBe & Big Gigantic),211685,en
12/27/20 22:00,Brasstracks,Always Be My Baby,38352,en
12/28/20 5:11,Ed Sheeran,Perfect,5802,en
12/28/20 5:16,Ed Sheeran,Perfect,257874,en
12/28/20 15:36,Vince Guaraldi Trio,Christmas Time Is Here - Vocal,180146,en
12/28/20 15:39,Vince Guaraldi Trio,Little Birdie,195226,en
12/28/20 18:24,Louis Prima,Pennies From Heaven,16571,en
12/28/20 18:27,Vince Guaraldi Trio,Christmas Time Is Here - Vocal,166386,en
12/28/20 18:39,Vince Guaraldi Trio,Happiness Is,220600,en
12/28/20 18:42,Thurl Ravenscroft,"You're A Mean One, Mr. Grinch",176333,en
12/28/20 18:47,Ella Fitzgerald,Frosty The Snowman,131733,en
12/28/20 18:58,Peggy Lee,The Christmas Waltz,124169,en
12/28/20 18:58,Cory Wong,Lee,3509,en
12/28/20 19:03,Cory Henry,No Guns,267627,en
12/28/20 19:20,Cory Wong,Golden,212933,en
12/28/20 19:23,Cory Henry,Anything 4 U,228574,en
12/28/20 19:57,Cory Henry,Trade It All,410333,en
12/28/20 20:14,Samm Henshaw,Broke,207722,en
12/28/20 20:18,Kiiara,Gold,225882,en
12/28/20 20:21,Terrace Martin,Beige,197173,en
12/28/20 20:25,George Georgia,Boulevard Cruising,9325,en
12/28/20 20:28,Terrace Martin,Beige,197173,en
12/28/20 20:31,George Georgia,Boulevard Cruising,184930,en
12/28/20 20:50,Cory Henry,GawtDamn,295111,ha
12/28/20 20:54,Disclosure,You & Me - Flume Remix,282812,en
12/28/20 21:05,Louis The Child,Shake Something (feat. Joey Purp),193512,en
12/28/20 21:11,Cory Wong,Roll Over,246757,en
12/28/20 21:14,Cory Wong,Smooth Move,128072,en
12/28/20 21:19,Childish Gambino,Feels Like Summer,297404,en
12/28/20 21:50,Cody Fry,Want Me Back,243660,en
12/28/20 21:59,Zelooperz,Easter Sunday,122737,en
12/28/20 22:33,Samm Henshaw,How Does It Feel?,164105,en
12/29/20 0:09,Pardon My Take,"Week 16 Recap, Fastest 2 Minutes, Smashing Watermelons And Playoff Scenarios",3109128,en
12/29/20 0:53,Pardon My Take,"Week 16 Recap, Fastest 2 Minutes, Smashing Watermelons And Playoff Scenarios",1571712,en
12/29/20 1:20,Terrace Martin,Beige,4949,en
12/29/20 1:23,Terrace Martin,Beige,192407,en
12/29/20 3:02,Cory Henry,Trade It All,4629,en
12/29/20 3:02,Cory Henry,Trade It All,163871,en
12/29/20 3:09,Cory Henry,Trade It All,405841,en
12/29/20 3:14,Disclosure,You & Me - Flume Remix,282813,en
12/29/20 3:22,Cory Wong,Lee,49896,en
12/29/20 3:26,Disclosure,You & Me - Flume Remix,282813,en
12/29/20 3:35,Cory Wong,Lee,12645,en
12/29/20 3:42,Disclosure,You & Me - Flume Remix,282812,en
12/29/20 3:44,Terrace Martin,Beige,963,en
12/29/20 3:44,Cory Wong,Lee,99862,en
12/29/20 3:44,Samm Henshaw,How Does It Feel?,859,en
12/29/20 3:52,Terrace Martin,Beige,197173,en
12/29/20 4:06,Samm Henshaw,How Does It Feel?,108054,en
12/29/20 4:32,Cookie Monsta,Blurgh!,2563,en
12/29/20 4:32,Terrace Martin,Beige,176889,en
12/29/20 4:33,Yoke Lore,Beige,4021,en
12/29/20 4:36,Cory Henry,Anything 4 U,14988,en
12/29/20 4:36,Terrace Martin,Beige,197360,en
12/29/20 4:45,Cory Henry,Trade It All,363583,en
12/29/20 5:12,Cory Henry,Trade It All,3726,en
12/29/20 14:32,Big Wild,6's to 9's (feat. Rationale),206073,en
12/29/20 14:35,Bas,My Nigga Just Made Bail,216906,en
12/29/20 14:39,Forrest.,Why Not Me,195000,en
12/29/20 14:47,Wale,90210,201720,und
12/29/20 14:51,Kid Cudi,Pursuit Of Happiness (Nightmare),1600,en
12/29/20 14:51,Anderson .Paak,Get 'Em Up,1621,en
12/29/20 14:51,Kid Cudi,These Worries,207750,en
12/29/20 14:51,Anderson .Paak,Celebrate,1760,en
12/29/20 14:51,Kanye West,Family Business,17162,en
12/29/20 14:55,Anderson .Paak,Get 'Em Up,248659,en
12/29/20 14:58,Anderson .Paak,CUT EM IN (feat. Rick Ross),177040,en
12/29/20 16:09,Louis The Child,It's Strange,157920,en
12/29/20 16:32,Dua Lipa,Good In Bed,41866,en
12/29/20 18:32,Cory Henry,Trade It All,556754,en
12/29/20 18:36,Cory Henry,Happy Days,231571,en
12/29/20 18:40,Cory Wong,Overcome,225650,en
12/29/20 18:55,Cory Wong,Smooth Move,316107,en
12/29/20 19:00,Cory Henry,GawtDamn,295111,ha
12/29/20 19:01,Cory Wong,Lee,64442,en
12/29/20 19:05,Cory Henry,No Guns,267627,en
12/29/20 19:13,Samm Henshaw,How Does It Feel?,39968,en
12/29/20 19:21,Terrace Martin,Beige,197173,en
12/29/20 19:23,Louis The Child,Shake Something (feat. Joey Purp),56321,en
12/29/20 19:26,Terrace Martin,Beige,197173,en
12/29/20 19:39,Louis The Child,Shake Something (feat. Joey Purp),193512,en
12/29/20 20:02,Cory Henry,Anything 4 U,228574,en
12/29/20 20:36,Cory Wong,Roll Over,2834,en
12/29/20 21:01,Pardon My Take,"Week 16 Recap, Fastest 2 Minutes, Smashing Watermelons And Playoff Scenarios",1455631,en
12/29/20 21:28,Terrace Martin,Beige,8085,en
12/29/20 21:31,Terrace Martin,Beige,209806,en
12/29/20 21:36,Kendrick Lamar,Now Or Never - Bonus Track,256008,en
12/29/20 21:39,Drake,Make Me Proud,220080,en
12/29/20 21:45,J. Cole,Rich Niggaz,276094,en
12/29/20 21:48,Mac Miller,Weekend (feat. Miguel),208266,en
12/29/20 21:57,Kanye West,Runaway,5546,en
12/29/20 21:58,Eminem,Crack A Bottle,2048,en
12/29/20 21:59,Kanye West,Runaway,513000,en
12/29/20 21:59,Kendrick Lamar,Money Trees,19477,en
12/29/20 22:04,Kendrick Lamar,Money Trees,250431,en
12/29/20 22:05,Kendrick Lamar,Money Trees,100133,en
12/29/20 22:09,Drake,I'm Goin In,225307,en
12/29/20 22:13,J. Cole,In The Morning,234387,en
12/29/20 22:14,Mac Miller,I'm Not Real,70185,en
12/29/20 22:19,Kanye West,Stronger,311867,en
12/29/20 22:22,Logic,Bounce,29505,en
12/29/20 22:24,Wiz Khalifa,No Sleep,122565,en
12/29/20 22:30,George Georgia,Boulevard Cruising,2220,en
12/29/20 22:30,George Georgia,Boulevard Cruising,6920,en
12/29/20 22:30,"Tyler, The Creator","PartyIsntOver/Campfire/Bimmer (feat. Frank Ocean, feat. Laetitia Sadier, feat. Laetitia Sadier & Frank Ocean)",146861,en
12/29/20 22:34,Terrace Martin,Beige,197360,en
12/29/20 22:37,Cory Henry,GawtDamn,15342,ha
12/29/20 22:37,Louis The Child,Shake Something (feat. Joey Purp),193699,en
12/29/20 22:38,Louis The Child,Shake Something (feat. Joey Purp),10971,en
12/29/20 22:39,Barstool Rundown,"Barstool Rundown - December 22, 2020",2031,en
12/29/20 22:39,Cory Henry,GawtDamn,60121,ha
12/29/20 22:42,Barstool Rundown,"Barstool Rundown - December 22, 2020",168362,en
12/29/20 23:18,Terrace Martin,Beige,197173,en
12/29/20 23:22,Louis The Child,Shake Something (feat. Joey Purp),193512,en
12/29/20 23:40,Cory Henry,GawtDamn,38020,ha
12/29/20 23:41,Louis The Child,Shake Something (feat. Joey Purp),13909,en
12/29/20 23:45,Terrace Martin,Beige,197173,en
12/29/20 23:54,Cory Wong,Smooth Move,316107,en
12/29/20 23:56,Zelooperz,Easter Sunday,122737,en
12/30/20 0:14,Childish Gambino,Feels Like Summer,72433,en
12/30/20 0:14,Terrace Martin,Beige,20757,en
12/30/20 0:14,Cory Wong,Smooth Move,5023,en
12/30/20 0:14,Zelooperz,Easter Sunday,1397,en
12/30/20 0:18,Terrace Martin,Beige,176419,en
12/30/20 0:18,Zelooperz,Easter Sunday,6792,en
12/30/20 0:18,Cory Wong,Smooth Move,768,en
12/30/20 0:31,Cody Fry,Want Me Back,147914,en
12/30/20 0:34,Terrace Martin,Beige,197173,en
12/30/20 0:45,Terrace Martin,Angel (feat. 9th Wonder),1696,en
12/30/20 2:52,Terrace Martin,Beige,197173,en
12/30/20 3:58,Mac Ayres,Easy,181429,en
12/30/20 4:15,Terrace Martin,Beige,9493,en
12/30/20 4:19,Terrace Martin,Beige,188116,en
12/30/20 4:23,ScHoolboy Q,Birds & The Beez,258555,en
12/30/20 4:28,Mac Miller,We (feat. CeeLo Green),319412,en
12/30/20 4:34,J. Cole,Love Yourz,211866,en
12/30/20 5:14,Red Hot Chili Peppers,Scar Tissue,198149,en
12/30/20 16:22,Cory Henry,Trade It All,410333,en
12/30/20 18:56,Disclosure,You & Me - Flume Remix,149198,en
12/30/20 19:04,Terrace Martin,Beige,197173,en
12/30/20 19:10,Free Nationals,Eternal Light,29386,en
12/30/20 21:15,Terrace Martin,Beige,320391,en
12/30/20 23:35,Terrace Martin,Beige,6016,en
12/30/20 23:35,Pardon My Take,"MNF, TimTheTatman And Best of 2020 feat. Matthew McConaughey, Joe Burrow, Coach O, Blake Griffin And More",1017973,en
12/30/20 23:38,Terrace Martin,Beige,191357,en
12/31/20 0:12,Terrace Martin,Sleepless Nights (feat. Phoelix),124810,en
12/31/20 2:07,Dua Lipa,Good In Bed,218928,en
12/31/20 2:10,Harry Styles,Watermelon Sugar,174169,en
12/31/20 2:14,Ariana Grande,Stuck with U (with Justin Bieber),228651,en
12/31/20 2:17,BENEE,Glitter,180179,en
12/31/20 2:30,Chloe x Halle,Do It,5657,en
12/31/20 15:47,Terrace Martin,Beige,7914,en
12/31/20 16:40,Terrace Martin,Beige,207839,en
12/31/20 17:50,Terrace Martin,Love You Bad (feat. Phoelix),15562,en
12/31/20 19:34,Wiley from Atlanta,Pink Skies (Demo),75146,en
12/31/20 19:37,Terrace Martin,Beige,183018,en
12/31/20 20:45,Terrace Martin,Beige,200341,en
12/31/20 21:16,Free Nationals,Shibuya,18720,en
12/31/20 22:11,Pardon My Take,"MNF, TimTheTatman And Best of 2020 feat. Matthew McConaughey, Joe Burrow, Coach O, Blake Griffin And More",3034128,en
12/31/20 22:28,Chance the Rapper,Do You Remember,236872,en
12/31/20 22:35,Kevin Abstract,Baby Boy,211841,en
12/31/20 22:40,Mac Miller,Dang! (feat. Anderson .Paak),305537,ms
12/31/20 22:45,Big Wild,6's to 9's (feat. Rationale),206306,en
12/31/20 22:50,GRiZ,Find My Own Way,302797,en
12/31/20 22:52,Dominic Fike,Babydoll,98146,en
12/31/20 22:54,BROCKHAMPTON,BOY BYE,142373,en
12/31/20 22:58,Bakar,Hell N Back,213760,en
12/31/20 23:03,Childish Gambino,Feels Like Summer,297637,en
12/31/20 23:06,Louis The Child,Free (with Drew Love),222440,en
12/31/20 23:10,Samm Henshaw,Broke,207955,en
12/31/20 23:11,Kevin Abstract,Peach,97893,en
12/31/20 23:15,Goth Babe,Weekend Friend,209483,en
12/31/20 23:19,Miguel,waves - Tame Impala Remix,253370,en
12/31/20 23:22,Anderson .Paak,CUT EM IN (feat. Rick Ross),177040,en
12/31/20 23:26,Louis The Child,Better Not (with Wafia),223099,en
12/31/20 23:38,Mac Miller,Good News,10750,en
1/2/21 0:07,Pardon My Take,"MNF, TimTheTatman And Best of 2020 feat. Matthew McConaughey, Joe Burrow, Coach O, Blake Griffin And More",1746883,en
1/2/21 5:47,Terrace Martin,Beige,197173,en
1/2/21 5:51,Kota the Friend,Saturday,2782,en
1/2/21 5:51,Dominic Fike,Babydoll,981,en
1/2/21 5:51,Louis The Child,Free (with Drew Love),222253,en
1/2/21 5:55,Omar Apollo,Erase,236794,en
1/2/21 5:58,BROCKHAMPTON,BOY BYE,3068,en
1/2/21 17:12,BROCKHAMPTON,BOY BYE,4551,en
1/2/21 17:12,Pardon My Take,"MNF, TimTheTatman And Best of 2020 feat. Matthew McConaughey, Joe Burrow, Coach O, Blake Griffin And More",28653,en
1/2/21 17:16,Cory Henry,Anything 4 U,6629,en
1/2/21 17:16,Cory Wong,Roll Over,246757,en
1/2/21 17:23,Cory Wong,Smooth Move,9447,en
1/2/21 17:23,Cory Henry,Trade It All,410333,en
1/2/21 17:25,Kiiara,Gold,79481,en
1/3/21 1:45,Cory Wong,Smooth Move,94997,en
1/3/21 6:13,Kanye West,Bound 2,229146,en
1/3/21 6:18,Mac Miller,Dang! (feat. Anderson .Paak),305350,ms
1/3/21 6:23,Miguel,waves - Tame Impala Remix,253346,en
1/3/21 16:27,Kanye West,Good Life,417,en
1/3/21 20:23,Pardon My Take,"MNF, TimTheTatman And Best of 2020 feat. Matthew McConaughey, Joe Burrow, Coach O, Blake Griffin And More",3497602,en
1/3/21 20:25,Cody Fry,Want Me Back,108971,en
1/3/21 21:56,Medasin,Everytime,6293,en
1/3/21 21:59,Medasin,Everytime,163947,en
1/3/21 22:00,Goth Babe,Weekend Friend,33982,en
1/3/21 22:03,Big Wild,6's to 9's (feat. Rationale),206097,en
1/3/21 22:06,SEBASTIAN PAUL,IMPATIENT,189482,en
1/3/21 22:10,Louis The Child,Free (with Drew Love),222440,en
1/3/21 23:11,BAYNK,go with u - Louis La Roche Remix,31101,en
1/4/21 0:06,George Georgia,Boulevard Cruising,696,en
1/4/21 0:09,Cory Wong,Lee,200416,en
1/4/21 0:13,Cory Wong,Golden,212933,en
1/4/21 0:16,Kiiara,Gold,225882,en
1/4/21 0:20,The Avalanches,Because I’m Me,224210,en
1/4/21 0:25,Cory Henry,No Guns,267627,en
1/4/21 0:30,Cory Wong,Smooth Move,316107,en
1/4/21 0:33,Samm Henshaw,Broke,207722,en
1/4/21 0:38,Childish Gambino,Feels Like Summer,255307,en
1/4/21 1:08,Childish Gambino,Feels Like Summer,297428,en
1/4/21 1:16,Cory Wong,Roll Over,3829,en
1/4/21 1:16,"Tyler, The Creator",Glitter,148588,en
1/4/21 1:20,Cory Wong,Roll Over,243130,en
1/4/21 1:20,The Avalanches,Because I’m Me,4123,en
1/4/21 1:20,Cory Wong,Smooth Move,11270,en
1/4/21 1:23,Kiiara,Gold,192001,en
1/4/21 1:28,Cory Henry,GawtDamn,295111,ha
1/4/21 1:30,Zelooperz,Easter Sunday,122737,en
1/4/21 1:34,Cory Wong,Golden,212933,en
1/4/21 1:34,Cory Wong,Lee,25963,en
1/4/21 1:38,Cory Henry,Anything 4 U,228574,en
1/4/21 2:01,Eminem,Stan,3690,bs
1/4/21 2:01,Cody Fry,Want Me Back,227522,en
1/4/21 2:07,Eminem,Stan,400980,bs
1/4/21 2:12,Mac Miller,Small Worlds,271733,en
1/4/21 2:15,Kid Cudi,Mojo So Dope,210587,en
1/4/21 2:16,gnash,fragile (feat. WRENN),49782,en
1/4/21 2:19,Powfu,death bed (coffee for your head),173333,en
1/4/21 2:27,Saba,PROM / KING,451616,en
1/4/21 3:30,Mac Miller,Remember,102332,en
1/4/21 14:39,Cory Henry,Trade It All,410333,en
1/4/21 14:43,Samm Henshaw,How Does It Feel?,4004,en
1/4/21 14:43,Cory Henry,No Guns,267627,en
1/4/21 15:31,Childish Gambino,Feels Like Summer,297404,en
1/4/21 15:31,Samm Henshaw,Broke,3055,en
1/4/21 15:34,The Avalanches,Because I’m Me,190442,en
1/4/21 15:37,Cory Wong,Roll Over,5632,en
1/4/21 15:37,Cory Wong,Lee,200416,en
1/4/21 15:38,Cory Wong,Smooth Move,8714,en
1/4/21 15:44,Larry Lovestein & The Velvet Revival,A Moment 4 Jazz,222999,en
1/4/21 15:48,FKJ,Die with a Smile,252016,en
1/4/21 16:09,Larry Lovestein & The Velvet Revival,Suspicions,220499,en
1/4/21 16:15,Oddisee,Beach Dr.,322857,en
1/4/21 16:19,Vulfpeck,Wait for the Moment,230676,en
1/4/21 16:33,FKJ,Waiting,262317,en
1/4/21 16:36,Unknown Artist,Unknown Track,173778,en
1/4/21 18:11,FKJ,10 Years Ago,200250,en
1/4/21 18:15,Bakar,Hell N Back,213573,en
1/4/21 18:20,Tom Misch,Crazy Dream,212044,en
1/4/21 18:28,Still Woozy,Goodie Bag,28840,en
1/4/21 18:28,Medasin,Warm Blue,166026,en
1/4/21 19:05,Unknown Artist,Unknown Track,1241338,en
1/4/21 19:08,Tom Misch,Keep Moving,3627,en
1/4/21 19:08,L'Indécis,Soulful,220689,en
1/4/21 19:21,Masego,Tadow,301893,so
1/4/21 19:29,Tom Misch,It Runs Through Me,261881,en
1/4/21 19:40,Myles Jasnowski,Heat of the Moment/Virga (Hat Trick Sesh 004),404000,en
1/4/21 19:44,iamalex,Summer Goes By,256000,en
1/4/21 19:48,FKJ,Leave My Home,221890,en
1/4/21 19:50,FKJ,TUI,110445,zh
1/4/21 19:54,Myles Jasnowski,Tonight (Hat Trick Sesh 004),222000,bn
1/4/21 19:57,Tom Misch,Day 2: Feeling,202926,en
1/4/21 20:01,FKJ,Skyline,249847,en
1/4/21 20:23,Vulfpeck,Animal Spirits,190801,en
1/4/21 20:27,FKJ,Ylang Ylang,213000,fr
1/4/21 20:30,Yung Bae,Laa La Laaa,156781,ar
1/4/21 20:41,Masego,Prone,186400,en
1/4/21 20:45,Cory Henry,Happy Days,231571,en
1/4/21 20:48,Myles Jasnowski,In Retrospect,175764,en
1/4/21 21:03,Vulfpeck,Back Pocket,123840,en
1/4/21 21:58,Pardon My Take,"NFL Week 17, Fastest 2 Minutes, CFP Recap, And We're Not Apologizing For Making The Playoffs",4896,en
1/4/21 22:03,FKJ,Vibin' Out,311837,en
1/4/21 22:07,FKJ,We Ain't Feeling Time,243353,en
1/4/21 22:12,FKJ,Canggu,245816,id
1/4/21 22:12,Tom Misch,Your Love,1951,en
1/4/21 22:12,Tom Misch,Colours of Freedom,1845,en
1/4/21 22:12,Masego,Sunday Vibes,8202,en
1/4/21 22:15,Berhana,Grey Luh,2655,en
1/4/21 22:15,Dyme Def,For the World,1770,en
1/4/21 22:15,Tom Misch,Sunshine,195178,en
1/4/21 22:15,Myles Jasnowski,Tonight (Hat Trick Sesh 004),7488,bn
1/4/21 22:23,Mac Miller,Red Dot Music,367930,en
1/4/21 22:26,Big Wild,6's to 9's (feat. Rationale),206073,en
1/4/21 22:31,BROCKHAMPTON,SWEET,274274,en
1/4/21 22:36,"Tyler, The Creator",Boredom (feat. Rex Orange County & Anna of the North),320720,en
1/4/21 22:45,Dua Lipa,Good In Bed,218754,en
1/4/21 22:56,GoldLink,Crew (feat. Brent Faiyaz & Shy Glizzy),176702,hi
1/4/21 23:18,KYLE,Keep It Real,28854,en
1/4/21 23:39,Pardon My Take,"NFL Week 17, Fastest 2 Minutes, CFP Recap, And We're Not Apologizing For Making The Playoffs",2575534,en
1/4/21 23:42,Emeryld,Hope You’re Happy,228120,en
1/4/21 23:45,Louis The Child,Weekend,175058,en
1/4/21 23:49,BROCKHAMPTON,IF YOU PRAY RIGHT,227032,en
1/4/21 23:53,Zac Chase,Into,203080,en
1/4/21 23:56,Mac Miller,Clubhouse,180866,en
1/4/21 23:59,J. Cole,ATM,216726,en
1/5/21 0:02,Mac Miller,Vitamins,183135,en
1/5/21 0:07,"Tyler, The Creator",Answer,230066,en
1/5/21 0:10,Saba,SMILE,208720,en
1/5/21 0:13,Aminé,Yellow,180000,en
1/5/21 0:17,Rick Ross,Supreme,217946,en
1/5/21 0:20,Elujay,Starchild,190152,en
1/5/21 0:24,The Jackson 5,Who's Lovin' You,240186,en
1/5/21 0:25,Dominic Fike,Babydoll,64981,en
1/5/21 0:27,J. Cole,Hello,5781,en
1/5/21 0:31,J. Cole,A Tale of 2 Citiez,269786,en
1/5/21 0:35,Kendrick Lamar,Alright,219333,en
1/5/21 0:38,KAYTRANADA,GOT IT GOOD,228146,en
1/5/21 0:41,NxWorries,Suede,174866,en
1/5/21 0:46,Young Thug,pick up the phone,252256,en
1/5/21 0:50,EARTHGANG,Fire Kicking Tree Limbs (feat. Money Makin Nique),271293,en
1/5/21 0:54,Mac Miller,Blue World,209440,en
1/5/21 0:54,Still Woozy,Foolsong,4413,en
1/5/21 0:55,Pardon My Take,"NFL Week 17, Fastest 2 Minutes, CFP Recap, And We're Not Apologizing For Making The Playoffs",59907,en
1/5/21 1:13,Ariana Grande,Stuck with U (with Justin Bieber),228669,en
1/5/21 14:26,Cory Henry,No Guns,267627,en
1/5/21 14:27,Cory Wong,Lee,1888,en
1/5/21 14:32,Zelooperz,Easter Sunday,2362,en
1/5/21 14:32,Cory Henry,GawtDamn,295111,ha
1/5/21 14:36,Cory Henry,Anything 4 U,228574,en
1/5/21 14:40,Cory Wong,Smooth Move,138872,en
1/5/21 14:42,SZA,Good Days,126709,en
1/5/21 14:45,GoldLink,"Sorrow, Tears And Blood",178783,en
1/5/21 14:48,Masego,Mystery Lady - ChopNotSlop Remix,150538,en
1/5/21 15:17,Silla Black,Watching You,7710,en
1/5/21 15:17,Domani,Problem,234893,en
1/5/21 15:18,Bakar,Play (feat. Lancey Foux),57408,en
1/5/21 15:19,Orphan Andy,Riding Round,12512,en
1/5/21 15:19,Tomppabeats,Charles Barkley,48810,en
1/5/21 20:03,Deb Never,Stone Cold,72138,en
